Date,Gov_response,School_close,Stringency _index,workplace_closing,cancel_public_event,restriction_gathering,close_public_transport,Stay_at_home_requirement,movement_restriction,international_travel
01/01/2020,0,0,0,0,0,0,0,0,0,0
02/01/2020,0,0,0,0,0,0,0,0,0,0
03/01/2020,0,0,0,0,0,0,0,0,0,0
04/01/2020,0,0,0,0,0,0,0,0,0,0
05/01/2020,0,0,0,0,0,0,0,0,0,0
06/01/2020,0,0,0,0,0,0,0,0,0,0
07/01/2020,0,0,0,0,0,0,0,0,0,0
08/01/2020,0,0,0,0,0,0,0,0,0,0
09/01/2020,0,0,0,0,0,0,0,0,0,0
10/01/2020,0,0,0,0,0,0,0,0,0,0
11/01/2020,0,0,0,0,0,0,0,0,0,0
12/01/2020,0,0,0,0,0,0,0,0,0,0
13/01/2020,0,0,0,0,0,0,0,0,0,0
14/01/2020,0,0,0,0,0,0,0,0,0,0
15/01/2020,0,0,0,0,0,0,0,0,0,0
16/01/2020,0,0,0,0,0,0,0,0,0,0
17/01/2020,0,0,0,0,0,0,0,0,0,0
18/01/2020,0,0,0,0,0,0,0,0,0,0
19/01/2020,0,0,0,0,0,0,0,0,0,0
20/01/2020,0,0,0,0,0,0,0,0,0,0
21/01/2020,0,0,0,0,0,0,0,0,0,0
22/01/2020,0,0,0,0,0,0,0,0,0,0
23/01/2020,0,0,0,0,0,0,0,0,0,0
24/01/2020,0,0,0,0,0,0,0,0,0,0
25/01/2020,0,0,0,0,0,0,0,0,0,0
26/01/2020,0,0,0,0,0,0,0,0,0,0
27/01/2020,3.12,0,5.56,0,0,0,0,0,0,0
28/01/2020,3.12,0,5.56,0,0,0,0,0,0,0
29/01/2020,3.12,0,5.56,0,0,0,0,0,0,0
30/01/2020,3.12,0,5.56,0,0,0,0,0,0,0
31/01/2020,3.12,0,5.56,0,0,0,0,0,0,0
01/02/2020,3.12,0,5.56,0,0,0,0,0,0,0
02/02/2020,3.12,0,5.56,0,0,0,0,0,0,0
03/02/2020,3.12,0,5.56,0,0,0,0,0,0,0
04/02/2020,3.12,0,5.56,0,0,0,0,0,0,0
05/02/2020,3.12,0,5.56,0,0,0,0,0,0,0
06/02/2020,7.81,0,13.89,0,0,0,0,0,0,3
07/02/2020,7.81,0,13.89,0,0,0,0,0,0,3
08/02/2020,7.81,0,13.89,0,0,0,0,0,0,3
09/02/2020,7.81,0,13.89,0,0,0,0,0,0,3
10/02/2020,7.81,0,13.89,0,0,0,0,0,0,3
11/02/2020,7.81,0,13.89,0,0,0,0,0,0,3
12/02/2020,7.81,0,13.89,0,0,0,0,0,0,3
13/02/2020,7.81,0,13.89,0,0,0,0,0,0,3
14/02/2020,7.81,0,13.89,0,0,0,0,0,0,3
15/02/2020,7.81,0,13.89,0,0,0,0,0,0,3
16/02/2020,7.81,0,13.89,0,0,0,0,0,0,3
17/02/2020,7.81,0,13.89,0,0,0,0,0,0,3
18/02/2020,7.81,0,13.89,0,0,0,0,0,0,3
19/02/2020,7.81,0,13.89,0,0,0,0,0,0,3
20/02/2020,7.81,0,13.89,0,0,0,0,0,0,3
21/02/2020,7.81,0,13.89,0,0,0,0,0,0,3
22/02/2020,7.81,0,13.89,0,0,0,0,0,0,3
23/02/2020,7.81,0,13.89,0,0,0,0,0,0,3
24/02/2020,7.81,0,13.89,0,0,0,0,0,0,3
25/02/2020,7.81,0,13.89,0,0,0,0,0,0,3
26/02/2020,9.9,0,13.89,0,0,0,0,0,0,3
27/02/2020,13.02,0,19.44,0,0,0,0,0,0,3
28/02/2020,16.15,0,19.44,0,0,0,0,0,0,3
29/02/2020,16.15,0,19.44,0,0,0,0,0,0,3
01/03/2020,16.15,0,19.44,0,0,0,0,0,0,3
02/03/2020,16.15,0,19.44,0,0,0,0,0,0,3
03/03/2020,16.15,0,19.44,0,0,0,0,0,0,3
04/03/2020,16.15,0,19.44,0,0,0,0,0,0,3
05/03/2020,16.15,0,19.44,0,0,0,0,0,0,3
06/03/2020,16.15,0,19.44,0,0,0,0,0,0,3
07/03/2020,16.15,0,19.44,0,0,0,0,0,0,3
08/03/2020,16.15,0,19.44,0,0,0,0,0,0,3
09/03/2020,16.15,0,19.44,0,0,0,0,0,0,3
10/03/2020,16.15,0,19.44,0,0,0,0,0,0,3
11/03/2020,16.15,0,19.44,0,0,0,0,0,0,3
12/03/2020,26.04,0,37.04,1,2,1,0,0,0,3
13/03/2020,26.04,0,37.04,1,2,1,0,0,0,3
14/03/2020,26.04,0,37.04,1,2,1,0,0,0,3
15/03/2020,26.04,0,37.04,1,2,1,0,0,0,3
16/03/2020,47.92,0,61.11,2,2,4,0,1,1,4
17/03/2020,52.08,0,61.11,2,2,4,0,1,1,4
18/03/2020,56.25,2,68.52,2,2,4,0,1,1,4
19/03/2020,56.25,2,68.52,2,2,4,0,1,1,4
20/03/2020,56.25,2,68.52,2,2,4,0,1,1,4
21/03/2020,56.25,2,68.52,2,2,4,0,1,1,4
22/03/2020,56.25,2,68.52,2,2,4,0,1,1,4
23/03/2020,56.25,2,68.52,2,2,4,0,1,1,4
24/03/2020,56.25,2,68.52,2,2,4,0,1,1,4
25/03/2020,56.25,2,68.52,2,2,4,0,1,1,4
26/03/2020,56.25,2,68.52,2,2,4,0,1,1,4
27/03/2020,57.81,2,71.3,2,2,4,0,1,2,4
28/03/2020,57.81,2,71.3,2,2,4,0,1,2,4
29/03/2020,57.81,2,71.3,2,2,4,0,1,2,4
30/03/2020,57.81,2,71.3,2,2,4,0,1,2,4
31/03/2020,57.81,2,71.3,2,2,4,0,1,2,4
01/04/2020,57.81,2,71.3,2,2,4,0,1,2,4
02/04/2020,57.81,2,71.3,2,2,4,0,1,2,4
03/04/2020,57.81,2,71.3,2,2,4,0,1,2,4
04/04/2020,57.81,2,71.3,2,2,4,0,1,2,4
05/04/2020,57.81,2,71.3,2,2,4,0,1,2,4
06/04/2020,57.81,2,71.3,2,2,4,0,1,2,4
07/04/2020,57.81,2,71.3,2,2,4,0,1,2,4
08/04/2020,57.81,2,71.3,2,2,4,0,1,2,4
09/04/2020,57.81,2,71.3,2,2,4,0,1,2,4
10/04/2020,57.81,2,71.3,2,2,4,0,1,2,4
11/04/2020,57.81,2,71.3,2,2,4,0,1,2,4
12/04/2020,57.81,2,71.3,2,2,4,0,1,2,4
13/04/2020,57.81,2,71.3,2,2,4,0,1,2,4
14/04/2020,56.25,2,68.52,2,2,4,0,1,1,4
15/04/2020,56.25,2,68.52,2,2,4,0,1,1,4
16/04/2020,56.25,2,68.52,2,2,4,0,1,1,4
17/04/2020,56.25,2,68.52,2,2,4,0,1,1,4
18/04/2020,56.25,2,68.52,2,2,4,0,1,1,4
19/04/2020,56.25,2,68.52,2,2,4,0,1,1,4
20/04/2020,56.25,2,68.52,2,2,4,0,1,1,4
21/04/2020,56.25,2,68.52,2,2,4,0,1,1,4
22/04/2020,56.25,2,68.52,2,2,4,0,1,1,4
23/04/2020,56.25,2,68.52,2,2,4,0,1,1,4
24/04/2020,56.25,2,68.52,2,2,4,0,1,1,4
25/04/2020,56.25,2,68.52,2,2,4,0,1,1,4
26/04/2020,56.25,2,68.52,2,2,4,0,1,1,4
27/04/2020,56.25,2,68.52,2,2,4,0,1,1,4
28/04/2020,56.25,2,68.52,2,2,4,0,1,1,4
29/04/2020,56.25,2,68.52,2,2,4,0,1,1,4
30/04/2020,56.25,2,68.52,2,2,4,0,1,1,4
01/05/2020,56.25,2,68.52,2,2,4,0,1,1,4
02/05/2020,56.25,2,68.52,2,2,4,0,1,1,4
03/05/2020,56.25,2,68.52,2,2,4,0,1,1,4
04/05/2020,56.25,2,68.52,2,2,4,0,1,1,4
05/05/2020,56.25,2,68.52,2,2,4,0,1,1,4
06/05/2020,56.25,2,68.52,2,2,4,0,1,1,4
07/05/2020,56.25,2,68.52,2,2,4,0,1,1,4
08/05/2020,56.25,2,68.52,2,2,4,0,1,1,4
09/05/2020,56.25,2,68.52,2,2,4,0,1,1,4
10/05/2020,56.25,2,68.52,2,2,4,0,1,1,4
11/05/2020,56.25,2,68.52,2,2,4,0,1,1,4
12/05/2020,56.25,2,68.52,2,2,4,0,1,1,4
13/05/2020,56.25,2,68.52,2,2,4,0,1,1,4
14/05/2020,51.04,1,59.26,2,2,3,0,1,1,3
15/05/2020,51.04,1,59.26,2,2,3,0,1,1,3
16/05/2020,51.04,1,59.26,2,2,3,0,1,1,3
17/05/2020,51.04,1,59.26,2,2,3,0,1,1,3
18/05/2020,51.04,1,59.26,2,2,3,0,1,1,3
19/05/2020,51.04,1,59.26,2,2,3,0,1,1,3
20/05/2020,51.04,1,59.26,2,2,3,0,1,1,3
21/05/2020,51.04,1,59.26,2,2,3,0,1,1,3
22/05/2020,51.04,1,59.26,2,2,3,0,1,1,3
23/05/2020,51.04,1,59.26,2,2,3,0,1,1,3
24/05/2020,51.04,1,59.26,2,2,3,0,1,1,3
25/05/2020,51.04,1,59.26,2,2,3,0,1,1,3
26/05/2020,51.04,1,59.26,2,2,3,0,1,1,3
27/05/2020,51.04,1,59.26,2,2,3,0,1,1,3
28/05/2020,51.04,1,59.26,2,2,3,0,1,1,3
29/05/2020,47.92,1,53.7,2,2,3,0,1,0,3
30/05/2020,47.92,1,53.7,2,2,3,0,1,0,3
31/05/2020,47.92,1,53.7,2,2,3,0,1,0,3
01/06/2020,42.71,1,44.44,2,2,1,0,0,0,3
02/06/2020,42.71,1,44.44,2,2,1,0,0,0,3
03/06/2020,42.71,1,44.44,2,2,1,0,0,0,3
04/06/2020,42.71,1,44.44,2,2,1,0,0,0,3
05/06/2020,45.83,1,44.44,2,2,1,0,0,0,3
06/06/2020,45.83,1,44.44,2,2,1,0,0,0,3
07/06/2020,45.83,1,44.44,2,2,1,0,0,0,3
08/06/2020,45.83,1,44.44,2,2,1,0,0,0,3
09/06/2020,45.83,1,44.44,2,2,1,0,0,0,3
10/06/2020,45.83,1,44.44,2,2,1,0,0,0,3
11/06/2020,45.83,1,44.44,2,2,1,0,0,0,3
12/06/2020,45.83,1,44.44,2,2,1,0,0,0,3
13/06/2020,45.83,1,44.44,2,2,1,0,0,0,3
14/06/2020,45.83,1,44.44,2,2,1,0,0,0,3
15/06/2020,40.62,1,35.19,1,1,1,0,0,0,3
16/06/2020,40.62,1,35.19,1,1,1,0,0,0,3
17/06/2020,40.62,1,35.19,1,1,1,0,0,0,3
18/06/2020,40.62,1,35.19,1,1,1,0,0,0,3
19/06/2020,40.62,1,35.19,1,1,1,0,0,0,3
20/06/2020,40.62,1,35.19,1,1,1,0,0,0,3
21/06/2020,40.62,1,35.19,1,1,1,0,0,0,3
22/06/2020,40.62,1,35.19,1,1,1,0,0,0,3
23/06/2020,40.62,1,35.19,1,1,1,0,0,0,3
24/06/2020,40.62,1,35.19,1,1,1,0,0,0,3
25/06/2020,38.54,1,35.19,1,1,1,0,0,0,3
26/06/2020,38.54,1,35.19,1,1,1,0,0,0,3
27/06/2020,38.54,1,35.19,1,1,1,0,0,0,3
28/06/2020,38.54,1,35.19,1,1,1,0,0,0,3
29/06/2020,38.54,1,35.19,1,1,1,0,0,0,3
30/06/2020,38.54,1,35.19,1,1,1,0,0,0,3
01/07/2020,38.54,1,35.19,1,1,1,0,0,0,3
02/07/2020,38.54,1,35.19,1,1,1,0,0,0,3
03/07/2020,38.54,1,35.19,1,1,1,0,0,0,3
04/07/2020,38.54,1,35.19,1,1,1,0,0,0,3
05/07/2020,38.54,1,35.19,1,1,1,0,0,0,3
06/07/2020,38.54,1,35.19,1,1,1,0,0,0,3
07/07/2020,38.54,1,35.19,1,1,1,0,0,0,3
08/07/2020,38.54,1,35.19,1,1,1,0,0,0,3
09/07/2020,43.75,1,40.74,1,2,1,0,0,0,3
10/07/2020,43.75,1,40.74,1,2,1,0,0,0,3
11/07/2020,43.75,1,40.74,1,2,1,0,0,0,3
12/07/2020,43.75,1,40.74,1,2,1,0,0,0,3
13/07/2020,43.75,1,40.74,1,2,1,0,0,0,3
14/07/2020,43.75,1,40.74,1,2,1,0,0,0,3
15/07/2020,43.75,1,40.74,1,2,1,0,0,0,3
16/07/2020,43.75,1,40.74,1,2,1,0,0,0,3
17/07/2020,40.62,1,35.19,1,1,1,0,0,0,3
18/07/2020,40.62,1,35.19,1,1,1,0,0,0,3
19/07/2020,40.62,1,35.19,1,1,1,0,0,0,3
20/07/2020,40.62,1,35.19,1,1,1,0,0,0,3
21/07/2020,40.62,1,35.19,1,1,1,0,0,0,3
22/07/2020,40.62,1,35.19,1,1,1,0,0,0,3
23/07/2020,40.62,1,35.19,1,1,1,0,0,0,3
24/07/2020,40.62,1,35.19,1,1,1,0,0,0,3
25/07/2020,40.62,1,35.19,1,1,1,0,0,0,3
26/07/2020,40.62,1,35.19,1,1,1,0,0,0,3
27/07/2020,40.62,1,35.19,1,1,1,0,0,0,3
28/07/2020,40.62,1,35.19,1,1,1,0,0,0,3
29/07/2020,40.62,1,35.19,1,1,1,0,0,0,3
30/07/2020,40.62,1,35.19,1,1,1,0,0,0,3
31/07/2020,40.62,1,35.19,1,1,1,0,0,0,3
01/08/2020,40.62,1,35.19,1,1,1,0,0,0,3
02/08/2020,40.62,1,35.19,1,1,1,0,0,0,3
03/08/2020,40.62,1,35.19,1,1,1,0,0,0,3
04/08/2020,40.62,1,35.19,1,1,1,0,0,0,3
05/08/2020,40.62,1,35.19,1,1,1,0,0,0,3
06/08/2020,40.62,1,35.19,1,1,1,0,0,0,3
07/08/2020,40.62,1,35.19,1,1,1,0,0,0,3
08/08/2020,40.62,1,35.19,1,1,1,0,0,0,3
09/08/2020,40.62,1,35.19,1,1,1,0,0,0,3
10/08/2020,40.62,1,35.19,1,1,1,0,0,0,3
11/08/2020,40.62,1,35.19,1,1,1,0,0,0,3
12/08/2020,40.62,1,35.19,1,1,1,0,0,0,3
13/08/2020,42.19,1,35.19,1,1,1,0,0,0,3
14/08/2020,40.62,1,32.41,1,1,0,0,0,0,3
15/08/2020,40.62,1,32.41,1,1,0,0,0,0,3
16/08/2020,40.62,1,32.41,1,1,0,0,0,0,3
17/08/2020,40.62,1,32.41,1,1,0,0,0,0,3
18/08/2020,40.62,1,32.41,1,1,0,0,0,0,3
19/08/2020,40.62,1,32.41,1,1,0,0,0,0,3
20/08/2020,40.62,1,32.41,1,1,0,0,0,0,3
21/08/2020,40.62,1,32.41,1,1,0,0,0,0,3
22/08/2020,40.62,1,32.41,1,1,0,0,0,0,3
23/08/2020,40.62,1,32.41,1,1,0,0,0,0,3
24/08/2020,40.62,1,32.41,1,1,0,0,0,0,3
25/08/2020,40.62,1,32.41,1,1,0,0,0,0,3
26/08/2020,40.62,1,32.41,1,1,0,0,0,0,3
27/08/2020,40.62,1,32.41,1,1,0,0,0,0,3
28/08/2020,40.62,1,32.41,1,1,0,0,0,0,3
29/08/2020,40.62,1,32.41,1,1,0,0,0,0,3
30/08/2020,40.62,1,32.41,1,1,0,0,0,0,3
31/08/2020,40.62,1,32.41,1,1,0,0,0,0,3
01/09/2020,40.62,1,32.41,1,1,0,0,0,0,3
02/09/2020,40.62,1,32.41,1,1,0,0,0,0,3
03/09/2020,40.62,1,32.41,1,1,0,0,0,0,3
04/09/2020,40.62,1,32.41,1,1,0,0,0,0,3
05/09/2020,40.62,1,32.41,1,1,0,0,0,0,3
06/09/2020,40.62,1,32.41,1,1,0,0,0,0,3
07/09/2020,40.62,1,32.41,1,1,0,0,0,0,3
08/09/2020,40.62,1,32.41,1,1,0,0,0,0,3
09/09/2020,40.62,1,32.41,1,1,0,0,0,0,3
10/09/2020,40.62,1,32.41,1,1,0,0,0,0,3
11/09/2020,40.62,1,32.41,1,1,0,0,0,0,3
12/09/2020,40.62,1,32.41,1,1,0,0,0,0,3
13/09/2020,40.62,1,32.41,1,1,0,0,0,0,3
14/09/2020,40.62,1,32.41,1,1,0,0,0,0,3
15/09/2020,40.62,1,32.41,1,1,0,0,0,0,3
16/09/2020,40.62,1,32.41,1,1,0,0,0,0,3
17/09/2020,40.62,1,32.41,1,1,0,0,0,0,3
18/09/2020,40.62,1,32.41,1,1,0,0,0,0,3
19/09/2020,40.62,1,32.41,1,1,0,0,0,0,3
20/09/2020,40.62,1,32.41,1,1,0,0,0,0,3
21/09/2020,40.62,1,32.41,1,1,0,0,0,0,3
22/09/2020,40.62,1,32.41,1,1,0,0,0,0,3
23/09/2020,40.62,1,32.41,1,1,0,0,0,0,3
24/09/2020,40.62,1,32.41,1,1,0,0,0,0,3
25/09/2020,40.62,1,32.41,1,1,0,0,0,0,3
26/09/2020,40.62,1,32.41,1,1,0,0,0,0,3
27/09/2020,40.62,1,32.41,1,1,0,0,0,0,3
28/09/2020,40.62,1,32.41,1,1,0,0,0,0,3
29/09/2020,40.62,1,32.41,1,1,0,0,0,0,3
30/09/2020,40.62,1,32.41,1,1,0,0,0,0,3
01/10/2020,40.62,1,32.41,1,1,0,0,0,0,3
02/10/2020,40.62,1,32.41,1,1,0,0,0,0,3
03/10/2020,40.62,1,32.41,1,1,0,0,0,0,3
04/10/2020,40.62,1,32.41,1,1,0,0,0,0,3
05/10/2020,40.62,1,32.41,1,1,0,0,0,0,3
06/10/2020,40.62,1,32.41,1,1,0,0,0,0,3
07/10/2020,40.62,1,32.41,1,1,0,0,0,0,3
08/10/2020,40.62,1,32.41,1,1,0,0,0,0,3
09/10/2020,40.62,1,32.41,1,1,0,0,0,0,3
10/10/2020,40.62,1,32.41,1,1,0,0,0,0,3
11/10/2020,42.97,1,36.57,1,1,3,0,0,0,3
12/10/2020,42.97,1,36.57,1,1,3,0,0,0,3
13/10/2020,42.97,1,36.57,1,1,3,0,0,0,3
14/10/2020,42.97,1,36.57,1,1,3,0,0,0,3
15/10/2020,42.97,1,36.57,1,1,3,0,0,0,3
16/10/2020,42.97,1,36.57,1,1,3,0,0,0,3
17/10/2020,42.97,1,36.57,1,1,3,0,0,0,3
18/10/2020,42.97,1,36.57,1,1,3,0,0,0,3
19/10/2020,42.97,1,36.57,1,1,3,0,0,0,3
20/10/2020,42.97,1,36.57,1,1,3,0,0,0,3
21/10/2020,42.97,1,36.57,1,1,3,0,0,0,3
22/10/2020,42.97,1,36.57,1,1,3,0,0,0,3
23/10/2020,42.97,1,36.57,1,1,3,0,0,0,3
24/10/2020,42.97,1,36.57,1,1,3,0,0,0,3
25/10/2020,42.97,1,36.57,1,1,3,0,0,0,3
26/10/2020,42.97,1,36.57,1,1,3,0,0,0,3
27/10/2020,45.31,1,40.74,1,1,3,0,0,0,3
28/10/2020,45.31,1,40.74,1,1,3,0,0,0,3
29/10/2020,45.31,1,40.74,1,1,3,0,0,0,3
30/10/2020,45.31,1,40.74,1,1,3,0,0,0,3
31/10/2020,45.31,1,40.74,1,1,3,0,0,0,3
01/11/2020,45.31,1,40.74,1,1,3,0,0,0,3
02/11/2020,45.31,1,40.74,1,1,3,0,0,0,3
03/11/2020,45.31,1,40.74,1,1,3,0,0,0,3
04/11/2020,45.31,1,40.74,1,1,3,0,0,0,3
05/11/2020,45.31,1,40.74,1,1,3,0,0,0,3
06/11/2020,45.31,1,40.74,1,1,3,0,0,0,3
07/11/2020,45.31,1,40.74,1,1,3,0,0,0,3
08/11/2020,45.31,1,40.74,1,1,3,0,0,0,3
09/11/2020,45.31,1,40.74,1,1,3,0,0,0,3
10/11/2020,45.31,1,40.74,1,1,3,0,0,0,3
11/11/2020,45.31,1,40.74,1,1,3,0,0,0,3
12/11/2020,45.31,1,40.74,1,1,3,0,0,0,3
13/11/2020,45.31,1,40.74,1,1,3,0,0,0,3
14/11/2020,45.31,1,40.74,1,1,3,0,0,0,3
15/11/2020,45.31,1,40.74,1,1,3,0,0,0,3
16/11/2020,45.31,1,40.74,1,1,3,0,0,0,3
17/11/2020,45.31,1,40.74,1,1,3,0,0,0,3
18/11/2020,45.31,1,40.74,1,1,3,0,0,0,3
19/11/2020,45.31,1,40.74,1,1,3,0,0,0,3
20/11/2020,45.31,1,40.74,1,1,3,0,0,0,3
21/11/2020,45.31,1,40.74,1,1,3,0,0,0,3
22/11/2020,45.31,1,40.74,1,1,3,0,0,0,3
23/11/2020,46.09,1,42.13,1,2,3,0,0,0,3
24/11/2020,46.09,1,42.13,1,2,3,0,0,0,3
25/11/2020,46.09,1,42.13,1,2,3,0,0,0,3
26/11/2020,46.09,1,42.13,1,2,3,0,0,0,3
27/11/2020,46.09,1,42.13,1,2,3,0,0,0,3
28/11/2020,46.09,1,42.13,1,2,3,0,0,0,3
29/11/2020,46.09,1,42.13,1,2,3,0,0,0,3
30/11/2020,48.7,1,46.76,2,2,4,0,0,0,3
01/12/2020,48.7,1,46.76,2,2,4,0,0,0,3
02/12/2020,48.7,1,46.76,2,2,4,0,0,0,3
03/12/2020,49.74,2,48.61,2,2,4,0,0,0,3
04/12/2020,49.74,2,48.61,2,2,4,0,0,0,3
05/12/2020,49.74,2,48.61,2,2,4,0,0,0,3
06/12/2020,49.74,2,48.61,2,2,4,0,0,0,3
07/12/2020,51.82,2,52.31,2,2,4,0,1,0,3
08/12/2020,51.82,2,52.31,2,2,4,0,1,0,3
09/12/2020,51.82,2,52.31,2,2,4,0,1,0,3
10/12/2020,51.82,2,52.31,2,2,4,0,1,0,3
11/12/2020,51.82,2,52.31,2,2,4,0,1,0,3
12/12/2020,51.82,2,52.31,2,2,4,0,1,0,3
13/12/2020,51.82,2,52.31,2,2,4,0,1,0,3
14/12/2020,51.82,2,52.31,2,2,4,0,1,0,3
15/12/2020,51.82,2,52.31,2,2,4,0,1,0,3
16/12/2020,51.82,2,52.31,2,2,4,0,1,0,3
17/12/2020,51.82,2,52.31,2,2,4,0,1,0,3
18/12/2020,51.82,2,52.31,2,2,4,0,1,0,3
19/12/2020,51.82,2,52.31,2,2,4,0,1,0,3
20/12/2020,51.82,2,52.31,2,2,4,0,1,0,3
21/12/2020,51.82,2,52.31,2,2,4,0,1,0,3
22/12/2020,51.82,2,52.31,2,2,4,0,1,0,3
23/12/2020,51.82,2,52.31,2,2,4,0,1,0,3
24/12/2020,51.82,2,52.31,2,2,4,0,1,0,3
25/12/2020,51.82,2,52.31,2,2,4,0,1,0,3
26/12/2020,51.82,2,52.31,2,2,4,0,1,0,3
27/12/2020,53.07,2,52.31,2,2,4,0,1,0,3
28/12/2020,53.07,2,52.31,2,2,4,0,1,0,3
29/12/2020,53.07,2,52.31,2,2,4,0,1,0,3
30/12/2020,53.07,2,52.31,2,2,4,0,1,0,3
31/12/2020,53.07,2,52.31,2,2,4,0,1,0,3
01/01/2021,53.07,2,52.31,2,2,4,0,1,0,3
02/01/2021,53.07,2,52.31,2,2,4,0,1,0,3
03/01/2021,53.07,2,52.31,2,2,4,0,1,0,3
04/01/2021,53.07,2,52.31,2,2,4,0,1,0,3
05/01/2021,54.32,2,52.31,2,2,4,0,1,0,3
06/01/2021,54.32,2,52.31,2,2,4,0,1,0,3
07/01/2021,54.32,2,52.31,2,2,4,0,1,0,3
08/01/2021,54.32,2,52.31,2,2,4,0,1,0,3
09/01/2021,54.32,2,52.31,2,2,4,0,1,0,3
10/01/2021,54.32,2,52.31,2,2,4,0,1,0,3
